Transaction_ID,Transaction_Date,Member_ID,Product_ID,Store_ID,Quantity,Amount
159,2024/5/20 7:05,104,45,14,1,4740
160,2024/5/20 10:01,118,47,10,3,4990
161,2024/5/20 12:56,5,12,17,4,6610
162,2024/5/20 15:52,248,21,9,4,1530
163,2024/5/20 18:48,121,11,6,3,4640
164,2024/5/20 21:44,286,39,11,2,9730
165,2024/5/21 0:40,149,28,7,1,860
166,2024/5/21 3:36,84,5,17,4,3500
167,2024/5/21 6:32,231,17,1,2,3480
168,2024/5/21 9:27,288,20,5,1,6520
169,2024/5/21 12:23,161,41,9,4,1510
170,2024/5/21 15:19,272,46,18,4,6470
171,2024/5/21 18:15,38,12,2,3,1400
172,2024/5/21 21:11,226,6,11,1,1400
173,2024/5/22 0:07,142,17,6,2,7420
174,2024/5/22 3:03,292,19,8,2,3580
175,2024/5/22 5:58,151,26,4,2,9790
176,2024/5/22 8:54,114,48,18,1,850
177,2024/5/22 11:50,237,44,11,2,4730
178,2024/5/22 14:46,66,44,5,2,1570
179,2024/5/22 17:42,258,32,15,2,3840
180,2024/5/22 20:38,249,6,18,3,9980
181,2024/5/22 23:34,180,36,2,3,8940
182,2024/5/23 2:29,190,38,11,1,960
183,2024/5/23 5:25,154,11,13,1,5850
184,2024/5/23 8:21,196,33,4,2,6650
185,2024/5/23 11:17,262,24,7,3,2490
186,2024/5/23 14:13,143,23,11,4,1880
187,2024/5/23 17:09,101,15,4,4,9090
188,2024/5/23 20:05,244,27,15,2,9700
189,2024/5/23 23:00,12,11,1,2,9920
190,2024/5/24 1:56,239,50,3,3,8000
191,2024/5/24 4:52,49,17,14,3,6800
192,2024/5/24 7:48,42,14,6,3,3780
193,2024/5/24 10:44,166,27,18,1,2130
194,2024/5/24 13:40,82,18,1,1,1250
195,2024/5/24 16:36,291,28,6,2,7090
196,2024/5/24 19:31,158,47,6,1,7950
197,2024/5/24 22:27,216,47,16,3,8350
198,2024/5/25 1:23,158,4,5,3,9180
199,2024/5/25 4:19,134,7,17,1,8860
200,2024/5/25 7:15,67,45,10,4,10000
201,2024/5/25 10:11,7,35,18,2,2820
202,2024/5/25 13:07,14,48,7,4,7750
203,2024/5/25 16:02,73,9,3,2,6070
204,2024/5/25 18:58,163,8,13,4,2980
205,2024/5/25 21:54,66,45,15,1,9830
206,2024/5/26 0:50,130,17,20,2,9030
207,2024/5/26 3:46,206,17,19,2,1720
208,2024/5/26 6:42,276,49,3,2,750
209,2024/5/26 9:38,256,33,4,3,7040
210,2024/5/26 12:33,266,32,5,3,6240
211,2024/5/26 15:29,25,8,1,4,9390
212,2024/5/26 18:25,281,19,4,1,2720
213,2024/5/26 21:21,253,38,12,3,1300
214,2024/5/27 0:17,289,3,10,2,2960
215,2024/5/27 3:13,164,5,20,3,680
216,2024/5/27 6:09,95,13,13,1,840
217,2024/5/27 9:04,270,47,14,3,9190
218,2024/5/27 12:00,110,46,5,2,3840
219,2024/5/27 14:56,238,31,4,4,4400
220,2024/5/27 17:52,25,16,14,2,670
221,2024/5/27 20:48,141,50,10,1,3070
222,2024/5/27 23:44,117,32,17,4,8140
223,2024/5/28 2:40,25,22,10,3,6350
224,2024/5/28 5:35,79,29,7,3,7660
225,2024/5/28 8:31,68,22,16,3,4750
226,2024/5/28 11:27,173,43,1,4,3440
227,2024/5/28 14:23,12,3,17,2,5090
228,2024/5/28 17:19,288,10,9,4,3570
229,2024/5/28 20:15,128,42,6,4,8470
230,2024/5/28 23:10,96,21,19,1,3330
231,2024/5/29 2:06,92,16,13,4,6770
232,2024/5/29 5:02,141,12,3,3,1800
233,2024/5/29 7:58,31,2,7,2,7030
234,2024/5/29 10:54,20,41,9,2,9180
235,2024/5/29 13:50,146,24,5,2,6280
236,2024/5/29 16:46,160,35,10,3,5820
237,2024/5/29 19:41,43,30,17,3,9630
238,2024/5/29 22:37,254,30,12,3,6460
239,2024/5/30 1:33,130,47,16,3,2970
240,2024/5/30 4:29,60,35,3,3,3280
241,2024/5/30 7:25,151,19,9,4,7200
242,2024/5/30 10:21,287,50,15,3,7490
243,2024/5/30 13:17,5,8,5,3,3380
244,2024/5/30 16:12,266,26,13,3,3780
245,2024/5/30 19:08,130,49,14,3,9920
246,2024/5/30 22:04,267,40,20,2,1470
247,2024/5/31 1:00,178,7,15,3,4340
248,2024/5/31 3:56,253,30,16,4,1090
249,2024/5/31 6:52,56,7,13,4,8300
250,2024/5/31 9:48,83,3,17,4,1380
251,2024/5/31 12:43,99,1,8,1,6900
252,2024/5/31 15:39,149,36,2,2,1040
253,2024/5/31 18:35,156,25,5,3,6890
254,2024/5/31 21:31,190,37,6,1,8510
255,2024/6/1 0:27,263,1,12,3,4290
256,2024/6/1 3:23,80,15,18,1,5460
257,2024/6/1 6:19,252,37,1,1,4310
258,2024/6/1 9:14,97,13,17,4,3350
259,2024/6/1 12:10,260,40,11,4,8130
260,2024/6/1 15:06,260,8,10,1,3080
261,2024/6/1 18:02,103,5,19,4,7370
262,2024/6/1 20:58,40,9,14,1,2460
263,2024/6/1 23:54,273,1,10,2,2870
264,2024/6/2 2:50,101,36,15,4,3700
265,2024/6/2 5:45,221,35,19,4,6100
266,2024/6/2 8:41,124,2,4,4,4820
267,2024/6/2 11:37,231,40,2,2,7580
268,2024/6/2 14:33,178,23,9,1,2530
269,2024/6/2 17:29,63,9,10,3,600
270,2024/6/2 20:25,116,34,11,4,7880
271,2024/6/2 23:21,191,46,14,1,8310
272,2024/6/3 2:16,62,14,7,2,1070
273,2024/6/3 5:12,256,4,15,3,6300
274,2024/6/3 8:08,7,30,19,4,4090
275,2024/6/3 11:04,155,31,15,2,8040
276,2024/6/3 14:00,92,38,8,2,8810
277,2024/6/3 16:56,14,11,11,3,8580
278,2024/6/3 19:52,229,35,9,1,7880
279,2024/6/3 22:47,86,8,15,4,3060
280,2024/6/4 1:43,133,3,1,4,8210
281,2024/6/4 4:39,183,14,1,1,5570
282,2024/6/4 7:35,62,13,19,1,1000
283,2024/6/4 10:31,219,45,3,1,4840
284,2024/6/4 13:27,246,32,10,3,9450
285,2024/6/4 16:23,230,34,8,3,8930
286,2024/6/4 19:18,79,45,15,4,1470
287,2024/6/4 22:14,149,19,10,3,7570
288,2024/6/5 1:10,138,38,1,2,8160
289,2024/6/5 4:06,65,16,18,4,3080
290,2024/6/5 7:02,13,2,2,3,4980
291,2024/6/5 9:58,213,40,19,1,7250
292,2024/6/5 12:54,242,17,13,2,4670
293,2024/6/5 15:49,213,34,1,1,1570
294,2024/6/5 18:45,181,42,2,4,7210
295,2024/6/5 21:41,173,16,16,1,9160
296,2024/6/6 0:37,160,38,15,3,6700
297,2024/6/6 3:33,164,2,13,3,7850
298,2024/6/6 6:29,188,2,16,4,3900
299,2024/6/6 9:25,191,26,17,1,2240
300,2024/6/6 12:20,256,13,7,4,6610
301,2024/6/6 15:16,183,47,17,1,3610
302,2024/6/6 18:12,117,31,7,2,8670
303,2024/6/6 21:08,282,34,13,3,1660
304,2024/6/7 0:04,196,39,5,4,4620
305,2024/6/7 3:00,34,3,17,2,4270
306,2024/6/7 5:56,52,8,3,2,9410
307,2024/6/7 8:51,112,23,7,4,1950
308,2024/6/7 11:47,252,14,17,4,590
309,2024/6/7 14:43,82,27,7,2,2760
310,2024/6/7 17:39,232,29,1,1,8290
311,2024/6/7 20:35,227,39,17,2,2490
312,2024/6/7 23:31,233,39,17,4,2790
313,2024/6/8 2:27,221,1,11,2,1730
314,2024/6/8 5:22,42,17,3,1,7300
315,2024/6/8 8:18,21,41,15,3,1160
316,2024/6/8 11:14,42,30,11,3,3650
317,2024/6/8 14:10,113,13,16,2,3180
318,2024/6/8 17:06,105,21,9,1,5770
319,2024/6/8 20:02,192,19,1,3,7440
320,2024/6/8 22:58,17,19,16,2,5560
321,2024/6/9 1:53,120,25,9,2,9340
322,2024/6/9 4:49,129,22,19,1,9540
323,2024/6/9 7:45,130,31,12,4,3930
324,2024/6/9 10:41,60,17,19,2,7890
325,2024/6/9 13:37,48,23,9,4,7520
326,2024/6/9 16:33,29,32,7,4,8980
327,2024/6/9 19:29,97,10,14,3,4760
328,2024/6/9 22:24,10,10,19,4,5540
329,2024/6/10 1:20,242,36,19,1,4450
330,2024/6/10 4:16,232,8,2,3,8580
331,2024/6/10 7:12,277,20,9,3,2680
332,2024/6/10 10:08,284,32,13,3,2780
333,2024/6/10 13:04,203,50,15,2,4040
334,2024/6/10 16:00,247,14,3,2,2690
335,2024/6/10 18:55,290,50,11,4,5830
336,2024/6/10 21:51,264,28,14,3,1780
337,2024/6/11 0:47,214,46,8,3,3540
338,2024/6/11 3:43,200,24,18,1,9180
339,2024/6/11 6:39,79,15,19,4,4390
340,2024/6/11 9:35,173,22,16,1,7610
341,2024/6/11 12:30,69,30,2,4,1580
342,2024/6/11 15:26,87,4,8,4,2850
343,2024/6/11 18:22,101,13,6,2,8170
344,2024/6/11 21:18,8,23,12,2,7750
345,2024/6/12 0:14,200,8,15,1,4170
346,2024/6/12 3:10,87,18,8,4,9570
347,2024/6/12 6:06,43,12,4,3,9150
348,2024/6/12 9:01,109,31,15,2,9640
349,2024/6/12 11:57,152,14,20,3,4570
350,2024/6/12 14:53,17,34,17,1,2380
351,2024/6/12 17:49,133,18,13,2,6450
352,2024/6/12 20:45,148,34,18,2,7010
353,2024/6/12 23:41,277,11,2,4,1690
354,2024/6/13 2:37,232,41,13,1,7970
355,2024/6/13 5:32,228,12,13,4,670
356,2024/6/13 8:28,139,49,15,2,5090
357,2024/6/13 11:24,211,15,20,1,3640
358,2024/6/13 14:20,28,31,10,2,7530
359,2024/6/13 17:16,51,49,3,1,3470
360,2024/6/13 20:12,261,29,19,2,8350
361,2024/6/13 23:08,261,26,3,3,6150
362,2024/6/14 2:03,8,18,14,3,8040
363,2024/6/14 4:59,138,32,8,4,9900
364,2024/6/14 7:55,38,22,4,3,6950
365,2024/6/14 10:51,111,38,20,2,9860
366,2024/6/14 13:47,220,17,11,2,770
367,2024/6/14 16:43,223,23,11,3,3710
368,2024/6/14 19:39,136,24,11,4,1520
369,2024/6/14 22:34,256,50,2,3,2990
370,2024/6/15 1:30,49,8,17,1,8470
371,2024/6/15 4:26,292,41,9,1,810
372,2024/6/15 7:22,78,6,2,1,5440
373,2024/6/15 10:18,105,5,15,3,5890
374,2024/6/15 13:14,169,44,16,3,5830
375,2024/6/15 16:10,217,29,4,3,5020
376,2024/6/15 19:05,119,28,8,1,8010
377,2024/6/15 22:01,190,11,9,4,1770
378,2024/6/16 0:57,255,1,5,2,3450
379,2024/6/16 3:53,266,43,16,3,6350
380,2024/6/16 6:49,149,19,13,4,7060
381,2024/6/16 9:45,164,9,7,2,4340
382,2024/6/16 12:41,140,27,20,2,8820
383,2024/6/16 15:36,258,34,17,2,4450
384,2024/6/16 18:32,269,44,3,4,4330
385,2024/6/16 21:28,181,4,5,4,840
386,2024/6/17 0:24,160,36,19,1,5740
387,2024/6/17 3:20,288,18,12,4,7230
388,2024/6/17 6:16,288,15,7,4,1590
389,2024/6/17 9:12,226,13,9,4,3400
390,2024/6/17 12:07,11,19,6,2,7920
391,2024/6/17 15:03,10,49,17,3,3980
392,2024/6/17 17:59,271,6,16,1,2800
393,2024/6/17 20:55,273,48,3,3,6890
394,2024/6/17 23:51,183,12,4,3,2370
395,2024/6/18 2:47,153,37,10,4,9010
396,2024/6/18 5:43,124,17,5,1,1500
397,2024/6/18 8:38,114,23,10,3,7210
398,2024/6/18 11:34,278,26,12,3,5250
399,2024/6/18 14:30,213,29,10,1,8760
400,2024/6/18 17:26,172,33,13,4,1700
401,2024/6/18 20:22,288,27,11,3,6940
402,2024/6/18 23:18,174,25,16,2,5930
403,2024/6/19 2:14,113,10,8,3,5060
404,2024/6/19 5:09,122,47,8,2,5170
405,2024/6/19 8:05,32,23,8,4,7360
406,2024/6/19 11:01,222,21,13,3,9410
407,2024/6/19 13:57,119,21,2,1,1370
408,2024/6/19 16:53,39,43,12,1,690
409,2024/6/19 19:49,268,13,10,3,8150
410,2024/6/19 22:45,233,37,12,4,1530
411,2024/6/20 1:40,18,33,11,4,9870
412,2024/6/20 4:36,149,24,15,1,6380
413,2024/6/20 7:32,149,44,16,3,6680
414,2024/6/20 10:28,126,11,17,4,2390
415,2024/6/20 13:24,238,17,2,1,2780
416,2024/6/20 16:20,135,4,18,2,6760
417,2024/6/20 19:16,151,47,12,3,9140
418,2024/6/20 22:11,236,25,19,2,9830
419,2024/6/21 1:07,224,30,18,2,2380
420,2024/6/21 4:03,203,9,17,4,1770
421,2024/6/21 6:59,256,21,6,4,1040
422,2024/6/21 9:55,86,20,15,4,8750
423,2024/6/21 12:51,150,19,3,3,3300
424,2024/6/21 15:47,235,19,6,2,520
425,2024/6/21 18:42,22,12,3,3,2630
426,2024/6/21 21:38,285,37,1,4,3730
427,2024/6/22 0:34,269,42,13,2,9910
428,2024/6/22 3:30,258,17,14,3,5470
429,2024/6/22 6:26,29,37,13,3,2440
430,2024/6/22 9:22,213,48,4,1,3680
431,2024/6/22 12:18,283,39,7,3,3640
432,2024/6/22 15:13,50,28,10,4,690
433,2024/6/22 18:09,95,41,7,3,1780
434,2024/6/22 21:05,88,35,15,2,7100
435,2024/6/23 0:01,44,47,15,3,1640
436,2024/6/23 2:57,278,48,4,1,2690
437,2024/6/23 5:53,171,18,6,2,3830
438,2024/6/23 8:49,189,14,20,2,7700
439,2024/6/23 11:44,184,35,5,1,6030
440,2024/6/23 14:40,3,44,20,4,7050
441,2024/6/23 17:36,191,41,12,2,5890
442,2024/6/23 20:32,118,7,1,4,6990
443,2024/6/23 23:28,19,41,8,2,530
444,2024/6/24 2:24,23,13,1,2,9340
445,2024/6/24 5:20,30,18,5,4,1550
446,2024/6/24 8:15,295,37,6,2,4360
447,2024/6/24 11:11,108,13,3,4,7820
448,2024/6/24 14:07,281,36,15,1,4630
449,2024/6/24 17:03,128,31,5,4,9500
450,2024/6/24 19:59,229,2,14,1,4940
451,2024/6/24 22:55,111,16,18,2,8810
452,2024/6/25 1:50,136,9,16,4,8200
453,2024/6/25 4:46,186,9,6,2,9820
454,2024/6/25 7:42,144,38,14,4,9300
455,2024/6/25 10:38,72,11,8,1,9030
456,2024/6/25 13:34,129,22,7,1,7450
457,2024/6/25 16:30,261,33,8,4,3990
458,2024/6/25 19:26,3,36,13,1,1510
459,2024/6/25 22:21,104,45,6,2,7040
460,2024/6/26 1:17,224,23,18,2,9800
461,2024/6/26 4:13,10,45,2,3,7400
462,2024/6/26 7:09,231,45,8,1,9320
463,2024/6/26 10:05,219,34,11,2,8140
464,2024/6/26 13:01,66,9,1,4,2050
465,2024/6/26 15:57,112,24,6,1,2870
466,2024/6/26 18:52,13,8,16,2,3750
467,2024/6/26 21:48,86,7,20,1,2100
468,2024/6/27 0:44,234,36,12,4,6030
469,2024/6/27 3:40,90,18,11,2,9770
470,2024/6/27 6:36,54,3,10,3,7730
471,2024/6/27 9:32,12,28,3,3,4520
472,2024/6/27 12:28,209,6,13,1,540
473,2024/6/27 15:23,14,44,3,4,3480
474,2024/6/27 18:19,121,44,15,2,5500
475,2024/6/27 21:15,20,21,16,4,3580
476,2024/6/28 0:11,75,28,13,2,1550
477,2024/6/28 3:07,243,40,17,1,4710
478,2024/6/28 6:03,223,1,3,2,2910
479,2024/6/28 8:59,70,36,20,4,9140
480,2024/6/28 11:54,211,21,11,4,1470
481,2024/6/28 14:50,101,43,19,1,970
482,2024/6/28 17:46,186,35,11,4,550
483,2024/6/28 20:42,132,13,16,2,3620
484,2024/6/28 23:38,111,49,3,1,6770
485,2024/6/29 2:34,132,10,6,2,7440
486,2024/6/29 5:30,20,44,14,4,4810
487,2024/6/29 8:25,24,47,18,1,7000
488,2024/6/29 11:21,227,10,17,2,3920
489,2024/6/29 14:17,154,46,4,4,6840
490,2024/6/29 17:13,293,13,15,4,890
491,2024/6/29 20:09,230,37,11,3,4210
492,2024/6/29 23:05,202,38,3,4,8010
493,2024/6/30 2:01,38,24,3,2,8130
494,2024/6/30 4:56,260,2,16,1,7300
495,2024/6/30 7:52,188,22,5,3,2440
496,2024/6/30 10:48,57,17,10,4,2850
497,2024/6/30 13:44,20,36,19,4,9960
498,2024/6/30 16:40,273,14,4,4,1480
499,2024/6/30 19:36,119,10,19,2,2220
500,2024/6/30 22:32,71,35,11,3,1740
501,2024/7/1 1:27,4,25,2,2,3610
502,2024/7/1 4:23,221,3,10,3,2500
503,2024/7/1 7:19,14,47,11,1,5230
504,2024/7/1 10:15,3,38,20,2,5020
505,2024/7/1 13:11,216,17,16,2,9060
506,2024/7/1 16:07,229,12,19,1,830
507,2024/7/1 19:03,186,24,11,3,3540
508,2024/7/1 21:58,55,29,14,4,6170
509,2024/7/2 0:54,254,43,2,1,6250
510,2024/7/2 3:50,24,25,5,4,5060
511,2024/7/2 6:46,162,36,5,4,8250
512,2024/7/2 9:42,158,26,19,1,1100
513,2024/7/2 12:38,82,38,12,3,8250
514,2024/7/2 15:34,159,1,18,4,5200
515,2024/7/2 18:29,188,20,4,1,1770
516,2024/7/2 21:25,60,28,17,2,8910
517,2024/7/3 0:21,211,16,10,2,6670
518,2024/7/3 3:17,152,47,20,2,2050
519,2024/7/3 6:13,109,17,6,1,820
520,2024/7/3 9:09,76,40,14,2,1840
521,2024/7/3 12:05,30,28,11,4,6280
522,2024/7/3 15:00,117,12,11,2,2200
523,2024/7/3 17:56,192,27,18,2,2640
524,2024/7/3 20:52,19,42,18,4,740
525,2024/7/3 23:48,173,47,11,2,7370
526,2024/7/4 2:44,228,30,12,4,8200
527,2024/7/4 5:40,183,41,5,2,8070
528,2024/7/4 8:36,113,34,9,4,1710
529,2024/7/4 11:31,183,37,9,2,9080
530,2024/7/4 14:27,146,6,10,4,6890
531,2024/7/4 17:23,116,7,19,1,9030
532,2024/7/4 20:19,113,32,1,4,4750
533,2024/7/4 23:15,251,32,7,2,4650
534,2024/7/5 2:11,251,25,4,2,7950
535,2024/7/5 5:07,118,33,1,3,1390
536,2024/7/5 8:02,161,7,15,4,5450
537,2024/7/5 10:58,198,12,8,1,8450
538,2024/7/5 13:54,260,16,12,4,8390
539,2024/7/5 16:50,148,16,18,4,9580
540,2024/7/5 19:46,240,43,15,1,7130
541,2024/7/5 22:42,47,36,17,4,2470
542,2024/7/6 1:38,198,13,14,1,690
543,2024/7/6 4:33,47,7,14,1,5050
544,2024/7/6 7:29,78,36,18,4,5380
545,2024/7/6 10:25,124,47,20,4,2780
546,2024/7/6 13:21,75,9,18,2,1680
547,2024/7/6 16:17,137,32,16,2,6070
548,2024/7/6 19:13,90,11,1,3,7760
549,2024/7/6 22:09,61,8,11,3,9930
550,2024/7/7 1:04,138,33,15,4,7700
551,2024/7/7 4:00,50,23,12,1,8040
552,2024/7/7 6:56,259,25,8,3,6360
553,2024/7/7 9:52,107,8,20,4,9870
554,2024/7/7 12:48,113,45,6,3,6580
555,2024/7/7 15:44,254,22,3,1,8670
556,2024/7/7 18:40,118,4,13,4,9480
557,2024/7/7 21:35,198,40,13,1,9330
558,2024/7/8 0:31,51,3,2,4,4120
559,2024/7/8 3:27,245,29,5,3,1250
560,2024/7/8 6:23,35,41,17,2,2130
561,2024/7/8 9:19,69,29,6,3,1060
562,2024/7/8 12:15,49,34,2,3,1500
563,2024/7/8 15:10,74,34,4,2,2250
564,2024/7/8 18:06,192,28,11,2,3740
565,2024/7/8 21:02,261,13,8,4,5660
566,2024/7/8 23:58,70,15,12,4,7260
567,2024/7/9 2:54,90,23,8,1,2500
568,2024/7/9 5:50,260,44,11,1,6890
569,2024/7/9 8:46,126,26,20,3,7190
570,2024/7/9 11:41,231,4,8,2,5810
571,2024/7/9 14:37,295,26,8,1,9080
572,2024/7/9 17:33,129,40,17,3,1550
573,2024/7/9 20:29,280,9,20,2,2180
574,2024/7/9 23:25,100,5,20,4,4570
575,2024/7/10 2:21,297,32,16,3,1700
576,2024/7/10 5:17,182,20,14,4,5880
577,2024/7/10 8:12,174,50,11,1,4280
578,2024/7/10 11:08,188,11,7,1,3200
579,2024/7/10 14:04,57,15,16,2,2110
580,2024/7/10 17:00,31,32,13,3,3690
581,2024/7/10 19:56,84,28,15,4,6280
